作品ID,作品名,作品名読み,ソート用読み,副題,副題読み,原題,初出,分類番号,文字遣い種別,作品著作権フラグ,公開日,最終更新日,図書カードURL,人物ID,姓,名,姓読み,名読み,姓読みソート用,名読みソート用,姓ローマ字,名ローマ字,役割フラグ,生年月日,没年月日,人物著作権フラグ,底本名1,底本出版社名1,底本初版発行年1,入力に使用した版1,校正に使用した版1,底本の親本名1,底本の親本出版社名1,底本の親本初版発行年1,底本名2,底本出版社名2,底本初版発行年2,入力に使用した版2,校正に使用した版2,底本の親本名2,底本の親本出版社名2,底本の親本初版発行年2,入力者,校正者,テキストファイルURL,テキストファイル最終更新日,テキストファイル符号化方式,テキストファイル文字集合,テキストファイル修正回数,XHTML/HTMLファイルURL,XHTML/HTMLファイル最終更新日,XHTML/HTMLファイル符号化方式,XHTML/HTMLファイル文字集合,XHTML/HTMLファイル修正回数
"050541","浮舟","うきふね","うきふね","","","","「新小説」1916（大正5）年4月号","NDC 913","新字新仮名","なし",2018-10-13,2018-09-28,"https://www.aozora.gr.jp/cards/000050/card50541.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","文豪怪談傑作選・特別篇　鏡花百物語集","ちくま文庫、筑摩書房","2009（平成21）年7月10日","2009（平成21）年7月10日第1刷","2009（平成21）年7月10日第1刷","","","","","","","","","","","","門田裕志","砂場清隆","https://www.aozora.gr.jp/cards/000050/files/50541_ruby_65937.zip","2018-09-28","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000050/files/50541_66089.html","2018-09-28","ShiftJIS","JIS X 0208","0"
"003663","薄紅梅","うすこうばい","うすこうはい","","","","","NDC 913","新字新仮名","なし",2008-11-22,2014-09-21,"https://www.aozora.gr.jp/cards/000050/card3663.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","泉鏡花集成10","ちくま文庫、筑摩書房","1996（平成8）年7月24日　","1996（平成8）年7月24日第1刷　","1996（平成8）年7月24日第1刷","鏡花全集　第二十四卷","岩波書店","1940（昭和15）年6月30日","","","","","","","","","門田裕志","染川隆俊","https://www.aozora.gr.jp/cards/000050/files/3663_ruby_32332.zip","2008-10-24","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000050/files/3663_33334.html","2008-10-24","ShiftJIS","JIS X 0208","0"
"003587","歌行灯","うたあんどん","うたあんとん","","","","","NDC 913","新字新仮名","なし",2002-01-09,2014-09-17,"https://www.aozora.gr.jp/cards/000050/card3587.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","泉鏡花集成6","ちくま文庫、筑摩書房","1996（平成8）年3月21日","1996（平成8）年3月21日第1刷","","鏡花全集","岩波書店","1942（昭和17）年7月刊行開始","","","","","","","","","門田裕志","砂場清隆","https://www.aozora.gr.jp/cards/000050/files/3587_ruby_5923.zip","2005-09-25","ShiftJIS","JIS X 0208","2","https://www.aozora.gr.jp/cards/000050/files/3587_19541.html","2005-09-25","ShiftJIS","JIS X 0208","0"
"003653","唄立山心中一曲","うたのたてやましんじゅういっきょく","うたのたてやましんしゆういつきよく","","","","","NDC 913","新字新仮名","なし",2007-03-12,2015-04-17,"https://www.aozora.gr.jp/cards/000050/card3653.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","泉鏡花集成6","ちくま文庫、筑摩書房","1996（平成8）年3月21日","1996（平成8）年3月21日第1刷","　","鏡花全集　第二十卷","岩波書店","1941（昭和16）年5月20日","","","","","","","","","門田裕志","高柳典子","https://www.aozora.gr.jp/cards/000050/files/3653_ruby_25970.zip","2007-02-11","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000050/files/3653_26096.html","2007-02-11","ShiftJIS","JIS X 0208","0"
"003647","海の使者","うみのししゃ","うみのししや","","","","「文章世界」1909（明治42）年7月","NDC 913","新字新仮名","なし",2008-12-30,2014-09-21,"https://www.aozora.gr.jp/cards/000050/card3647.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","高野聖","集英社文庫、集英社","1992（平成4）年12月20日","1993（平成5）年6月5日第2刷"," 1993（平成5）年6月5日第2刷","","","","","","","","","","","","門田裕志","土屋隆","https://www.aozora.gr.jp/cards/000050/files/3647_ruby_32808.zip","2008-12-05","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000050/files/3647_33653.html","2008-12-05","ShiftJIS","JIS X 0208","0"
"048328","瓜の涙","うりのなみだ","うりのなみた","","","","","NDC 913","新字新仮名","なし",2009-03-28,2014-09-21,"https://www.aozora.gr.jp/cards/000050/card48328.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","泉鏡花集成7","ちくま文庫、筑摩書房","1995（平成7）年12月4日第1刷","1995（平成7）年12月4日第1刷","1995（平成7）年12月4日第1刷","鏡花全集　第二十卷","岩波書店","1941（昭和16）年5月20日","","","","","","","","","門田裕志","noriko saito","https://www.aozora.gr.jp/cards/000050/files/48328_ruby_33824.zip","2009-04-10","ShiftJIS","JIS X 0208","1","https://www.aozora.gr.jp/cards/000050/files/48328_34401.html","2009-04-10","ShiftJIS","JIS X 0208","1"
"004596","画の裡","えのうち","えのうち","","","","","NDC 913","旧字旧仮名","なし",2011-09-05,2014-09-16,"https://www.aozora.gr.jp/cards/000050/card4596.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","鏡花全集　巻二十七","岩波書店","1942（昭和17）年10月20日","1988（昭和63）年11月2日第3刷","1976（昭和51）年1月6日第2刷 ","","","","","","","","","","","","門田裕志","川山隆","https://www.aozora.gr.jp/cards/000050/files/4596_ruby_44347.zip","2011-08-15","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000050/files/4596_44650.html","2011-08-15","ShiftJIS","JIS X 0208","0"
"003245","絵本の春","えほんのはる","えほんのはる","","","","「文藝春秋　第四年第一號」1926（大正15）年1月","NDC 914","新字新仮名","なし",2001-06-25,2014-09-17,"https://www.aozora.gr.jp/cards/000050/card3245.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","泉鏡花集成8","ちくま文庫、筑摩書房","1996（平成8）年5月23日","1996（平成8）年5月23日第1刷","","鏡花全集　第二十三卷","岩波書店","1942（昭和17）年6月22日","","","","","","","","","本山智子","門田裕志","https://www.aozora.gr.jp/cards/000050/files/3245_ruby_19569.zip","2012-09-14","ShiftJIS","JIS X 0208","2","https://www.aozora.gr.jp/cards/000050/files/3245_19570.html","2012-09-14","ShiftJIS","JIS X 0208","2"
"004584","艶書","えんしょ","えんしよ","","","","","NDC 913","旧字旧仮名","なし",2011-09-09,2014-09-16,"https://www.aozora.gr.jp/cards/000050/card4584.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","鏡花全集　巻十五","岩波書店","1940（昭和15）年9月20日第1刷　","1987（昭和62）年11月2日第3刷","1975（昭和50）年 1月6日第2刷","","","","","","","","","","","","門田裕志","川山隆","https://www.aozora.gr.jp/cards/000050/files/4584_ruby_44369.zip","2011-08-08","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000050/files/4584_44651.html","2011-08-08","ShiftJIS","JIS X 0208","0"
"003664","縁結び","えんむすび","えんむすひ","","","","","NDC 913","新字新仮名","なし",2001-10-19,2018-03-07,"https://www.aozora.gr.jp/cards/000050/card3664.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","ちくま日本文学全集　泉鏡花","筑摩書房","1991（平成3年）10月20日","1995（平成7年）8月15日第2刷","","鏡花全集　第十一卷","岩波書店","","","","","","","","","","牡蠣右衛門","門田裕志","https://www.aozora.gr.jp/cards/000050/files/3664_ruby_20580.zip","2018-03-07","ShiftJIS","JIS X 0208","3","https://www.aozora.gr.jp/cards/000050/files/3664_20581.html","2018-03-07","ShiftJIS","JIS X 0208","2"
"050794","大阪まで","おおさかまで","おおさかまて","","","","「新小説　第二十三年第十号」春陽堂、1918（大正7）年10月1日","NDC 913","旧字旧仮名","なし",2018-08-05,2018-08-28,"https://www.aozora.gr.jp/cards/000050/card50794.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","鏡花全集　巻二十七","岩波書店","1942（昭和17）年10月20日","1988（昭和63）年11月2日第3刷","1976（昭和51）年1月6日第2刷","","","","","","","","","","","","門田裕志","岡村和彦","https://www.aozora.gr.jp/cards/000050/files/50794_ruby_65422.zip","2018-08-28","ShiftJIS","JIS X 0208","1","https://www.aozora.gr.jp/cards/000050/files/50794_65466.html","2018-08-28","ShiftJIS","JIS X 0208","1"
"048388","幼い頃の記憶","おさないころのきおく","おさないころのきおく","","","","「新文壇　第7巻第2号」1912（明治45）年4月","NDC 914","新字新仮名","なし",2015-09-07,2015-05-25,"https://www.aozora.gr.jp/cards/000050/card48388.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","文豪怪談傑作選　泉鏡花集　黒壁","ちくま文庫、筑摩書房","2006（平成18）年10月10日","2006（平成18）年10月10日第1刷","2006（平成18）年10月10日第1刷","鏡花全集　別卷","岩波書店","1976（昭和51）年3月26日","","","","","","","","","門田裕志","noriko saito","https://www.aozora.gr.jp/cards/000050/files/48388_ruby_57026.zip","2015-05-25","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000050/files/48388_57068.html","2015-05-25","ShiftJIS","JIS X 0208","0"
"048329","おばけずきのいわれ少々と処女作","おばけずきのいわれしょうしょうとしょじょさく","おはけすきのいわれしようしようとしよしよさく","","","","","NDC 914","新字新仮名","なし",2008-11-22,2014-09-21,"https://www.aozora.gr.jp/cards/000050/card48329.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","泉鏡花集成8","ちくま文庫、筑摩書房","1996（平成8）年5月23日第1刷","1996（平成8）年5月23日第1刷","1996（平成8）年5月23日第1刷","鏡花全集　第二十八卷","岩波書店","1942（昭和17）年11月30日","","","","","","","","","門田裕志","noriko saito","https://www.aozora.gr.jp/cards/000050/files/48329_ruby_32330.zip","2008-10-24","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000050/files/48329_33335.html","2008-10-24","ShiftJIS","JIS X 0208","0"
"001180","お花見雑感","おはなみざっかん","おはなみさつかん","","","","","NDC 914","旧字旧仮名","なし",2003-06-02,2014-09-17,"https://www.aozora.gr.jp/cards/000050/card1180.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","鏡花全集　巻二十八","岩波書店","1942（昭和17）年11月30日","1988（昭和63）年12月2日第3刷","","","","","","","","","","","","","門田裕志","鈴木厚司","https://www.aozora.gr.jp/cards/000050/files/1180_ruby_10244.zip","2003-05-18","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000050/files/1180_10283.html","2003-05-18","ShiftJIS","JIS X 0208","0"
"003649","女客","おんなきゃく","おんなきやく","","","","","NDC 913","新字新仮名","なし",2003-09-09,2014-09-18,"https://www.aozora.gr.jp/cards/000050/card3649.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","泉鏡花集成4","ちくま文庫、筑摩書房","1995（平成7）年10月24日","1995（平成7）年10月24日第1刷","","鏡花全集　第九巻","岩波書店","1942（昭和17）年3月30日","","","","","","","","","門田裕志","今井忠夫","https://www.aozora.gr.jp/cards/000050/files/3649_ruby_12255.zip","2003-09-09","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000050/files/3649_12116.html","2003-08-31","ShiftJIS","JIS X 0208","0"
"001087","婦系図","おんなけいず","おんなけいす","","","","「やまと新聞」1907（明治40）年1～4月","NDC 913","新字新仮名","なし",2000-08-17,2014-09-17,"https://www.aozora.gr.jp/cards/000050/card1087.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","泉鏡花集成12","ちくま文庫、筑摩書房","1997（平成9）年1月23日","1997（平成9）年1月23日第1刷","","鏡花全集　第十卷","岩波書店","1940（昭和15）年5月15日","","","","","","","","","真先芳秋","かとうかおり","https://www.aozora.gr.jp/cards/000050/files/1087_ruby_4443.zip","2009-02-01","ShiftJIS","JIS X 0208","2","https://www.aozora.gr.jp/cards/000050/files/1087_34456.html","2009-02-01","ShiftJIS","JIS X 0208","0"
"004870","怨霊借用","おんりょうしゃくよう","おんりようしやくよう","","","","","NDC 913","新字新仮名","なし",2003-09-11,2014-09-18,"https://www.aozora.gr.jp/cards/000050/card4870.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","泉鏡花集成7","ちくま文庫、筑摩書房","1995（平成7）年12月4日","1995（平成7）年12月4日第1刷","","鏡花全集　第二十二巻","岩波書店","1940（昭和15）年11月20日","","","","","","","","","門田裕志","今井忠夫","https://www.aozora.gr.jp/cards/000050/files/4870_ruby_12166.zip","2003-08-31","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000050/files/4870_12167.html","2003-08-31","ShiftJIS","JIS X 0208","0"
"001178","海異記","かいいき","かいいき","","","","","NDC 913","新字新仮名","なし",2006-07-11,2014-09-18,"https://www.aozora.gr.jp/cards/000050/card1178.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","泉鏡花集成4","ちくま文庫、筑摩書房","1995（平成7）年10月24日","2004（平成16）年3月20日第2刷","1995（平成7）年10月24日第1刷","鏡花全集　第九卷","岩波書店","1942（昭和17）年3月30日","","","","","","","","","土屋隆","門田裕志","https://www.aozora.gr.jp/cards/000050/files/1178_ruby_23158.zip","2006-06-26","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000050/files/1178_23555.html","2006-06-26","ShiftJIS","JIS X 0208","0"
"057475","海城発電","かいじょうはつでん","かいしようはつてん","","","","「太陽　第二卷第一號」1896（明治29）年1月5日","NDC 913","新字新仮名","なし",2016-09-01,2016-09-02,"https://www.aozora.gr.jp/cards/000050/card57475.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","泉鏡花集成2","ちくま文庫、筑摩書房","1996（平成8）年4月24日","1996（平成8）年4月24日第1刷","1996（平成8）年4月24日第1刷","鏡花全集　別巻","岩波書店","1976（昭和51）年3月26日","","","","","","","","","日根敏晶","門田裕志","https://www.aozora.gr.jp/cards/000050/files/57475_ruby_59576.zip","2016-09-02","ShiftJIS","JIS X 0208","1","https://www.aozora.gr.jp/cards/000050/files/57475_59618.html","2016-09-02","ShiftJIS","JIS X 0208","1"
"004557","海城発電","かいじょうはつでん","かいしようはつてん","","","","「太陽」第二巻第一号、1896（明治29）年1月","NDC 913","新字旧仮名","なし",2003-09-09,2014-09-18,"https://www.aozora.gr.jp/cards/000050/card4557.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","外科室・海城発電","岩波文庫、岩波書店","1991（平成3）年9月17日","2000（平成12）年9月5日第18刷","1993（平成5）年11月5日第9刷","鏡花全集　別巻","岩波書店","1976（昭和51）年3月26日","","","","","","","","","門田裕志","鈴木厚司","https://www.aozora.gr.jp/cards/000050/files/4557_ruby_12111.zip","2003-08-31","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000050/files/4557_12112.html","2003-08-31","ShiftJIS","JIS X 0208","0"
"003244","海神別荘","かいじんべっそう","かいしんへつそう","","","","","NDC 912","新字新仮名","なし",2006-11-18,2014-09-18,"https://www.aozora.gr.jp/cards/000050/card3244.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","泉鏡花集成7","ちくま文庫、筑摩書房","1995（平成7）年12月4日","1995（平成7）年12月4日第1刷","　","鏡花全集　第二十六卷","岩波書店","1942（昭和17）年10月15日","","","","","","","","","門田裕志","染川隆俊","https://www.aozora.gr.jp/cards/000050/files/3244_ruby_24280.zip","2006-09-21","ShiftJIS","JIS X 0208","2","https://www.aozora.gr.jp/cards/000050/files/3244_24408.html","2006-09-21","ShiftJIS","JIS X 0208","0"
"003648","凱旋祭","がいせんまつり","かいせんまつり","","","","「新小説」第二年第六巻、1897（明治30）年5月","NDC 913","新字旧仮名","なし",2003-09-09,2014-09-18,"https://www.aozora.gr.jp/cards/000050/card3648.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","外科室・海城発電","岩波文庫、岩波書店","1991（平成3）年9月17日","2000（平成12）年9月5日第18刷","1993（平成5）年11月5日第9刷","鏡花全集　第三巻","岩波書店","1941（昭和16）年12月25日","","","","","","","","","門田裕志","鈴木厚司","https://www.aozora.gr.jp/cards/000050/files/3648_ruby_12113.zip","2003-08-31","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000050/files/3648_12114.html","2003-08-31","ShiftJIS","JIS X 0208","0"
"004589","怪談女の輪","かいだんおんなのわ","かいたんおんなのわ","","","","","NDC 913","旧字旧仮名","なし",2007-05-07,2014-09-21,"https://www.aozora.gr.jp/cards/000050/card4589.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","鏡花全集　巻二十七","岩波書店","1942（昭和17）年10月20日","1988（昭和63）年11月2日第3刷","1976（昭和51）年1月6日第2刷","","","","","","","","","","","","門田裕志","土屋隆","https://www.aozora.gr.jp/cards/000050/files/4589_ruby_26476.zip","2007-04-09","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000050/files/4589_26583.html","2007-04-09","ShiftJIS","JIS X 0208","0"
"047336","怪談会　序","かいだんかい　じょ","かいたんかいしよ","","","","","NDC 914","旧字旧仮名","なし",2007-12-09,2014-09-21,"https://www.aozora.gr.jp/cards/000050/card47336.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","文豪怪談傑作選・特別篇　百物語怪談会","ちくま文庫、筑摩書房","2007（平成19）年7月10日","2007（平成19）年7月10日第1刷","2007（平成19）年7月10日第1刷","怪談会","柏舎書楼","1909（明治42）年","","","","","","","","","門田裕志","noriko saito","https://www.aozora.gr.jp/cards/000050/files/47336_ruby_28454.zip","2007-11-19","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000050/files/47336_28597.html","2007-11-19","ShiftJIS","JIS X 0208","0"
"003315","貝の穴に河童の居る事","かいのあなにかっぱのいること","かいのあなにかつはのいること","","","","「古東多万　第一年第一號」やぼんな書房、1931（昭和6）年9月","NDC 913","新字新仮名","なし",2001-07-19,2014-09-17,"https://www.aozora.gr.jp/cards/000050/card3315.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","泉鏡花集成8","ちくま文庫、筑摩書房","1996（平成8）年5月23日","1996（平成8）年5月23日第1刷","","鏡花全集　第二十三卷","岩波書店","1942（昭和17）年6月22日","","","","","","","","","本山智子","門田裕志","https://www.aozora.gr.jp/cards/000050/files/3315_ruby_19573.zip","2012-05-29","ShiftJIS","JIS X 0208","2","https://www.aozora.gr.jp/cards/000050/files/3315_19574.html","2012-05-29","ShiftJIS","JIS X 0208","1"
"003661","開扉一妖帖","かいひいちようちょう","かいひいちようちよう","","","","","NDC 913","新字新仮名","なし",2006-05-08,2014-09-18,"https://www.aozora.gr.jp/cards/000050/card3661.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","泉鏡花集成9","ちくま文庫、筑摩書房","1996（平成8）年6月24日","1996（平成8）年6月24日第1刷","1996（平成8）年6月24日第1刷","","","","","","","","","","","","門田裕志","土屋隆","https://www.aozora.gr.jp/cards/000050/files/3661_ruby_22277.zip","2006-03-27","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000050/files/3661_22422.html","2006-03-27","ShiftJIS","JIS X 0208","0"
"057484","怪力","かいりき","かいりき","","","","「新小説　第十四年第六巻―第十四年第七巻」春陽堂、1909（明治42）年6月1日―7月1日","NDC 913","新字旧仮名","なし",2016-11-04,2016-10-28,"https://www.aozora.gr.jp/cards/000050/card57484.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","新編　泉鏡花集　第十巻","岩波書店","2004（平成16）年4月23日","2004（平成16）年4月23日第1刷","2004（平成16）年4月23日第1刷","桜草","文芸書院","1913（大正2）年3月18日","","","","","","","","","日根敏晶","門田裕志","https://www.aozora.gr.jp/cards/000050/files/57484_ruby_60060.zip","2016-10-28","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000050/files/57484_60106.html","2016-10-28","ShiftJIS","JIS X 0208","0"
"004592","花間文字","かかんもじ","かかんもし","","","","","NDC 913","旧字旧仮名","なし",2007-05-07,2014-09-21,"https://www.aozora.gr.jp/cards/000050/card4592.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","鏡花全集　巻二十七","岩波書店","1942（昭和17）年10月20日第1刷","1988（昭和63）年11月2日第3刷","1976（昭和51）年1月6日第2刷","","","","","","","","","","","","門田裕志","土屋隆","https://www.aozora.gr.jp/cards/000050/files/4592_ruby_26477.zip","2007-04-09","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000050/files/4592_26584.html","2007-04-09","ShiftJIS","JIS X 0208","0"
"004147","神楽坂七不思議","かぐらざかななふしぎ","かくらさかななふしき","","","","","NDC 914","旧字旧仮名","なし",2002-05-20,2014-09-17,"https://www.aozora.gr.jp/cards/000050/card4147.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","鏡花全集　巻二十七","岩波書店","1942（昭和17）年10月20日","1988（昭和63）年11月2日第3刷","","","","","","","","","","","","","門田裕志","米田進","https://www.aozora.gr.jp/cards/000050/files/4147_ruby_6278.zip","2003-05-11","ShiftJIS","JIS X 0208","1","https://www.aozora.gr.jp/cards/000050/files/4147_6474.html","2003-05-11","ShiftJIS","JIS X 0208","1"
"003651","陽炎座","かげろうざ","かけろうさ","","","","","NDC 913","新字新仮名","なし",2007-03-15,2014-09-21,"https://www.aozora.gr.jp/cards/000050/card3651.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","泉鏡花集成6","ちくま文庫、筑摩書房","1996（平成8）年3月21日","1996（平成8）年3月21日第1刷","　","鏡花全集　第十五卷","岩波書店","1940（昭和15）年9月20日","","","","","","","","","門田裕志","高柳典子","https://www.aozora.gr.jp/cards/000050/files/3651_ruby_25794.zip","2007-02-12","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000050/files/3651_26098.html","2007-02-12","ShiftJIS","JIS X 0208","0"
"004576","片しぐれ","かたしぐれ","かたしくれ","","","","","NDC 913","旧字旧仮名","なし",2021-09-07,2021-08-28,"https://www.aozora.gr.jp/cards/000050/card4576.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","鏡花全集　巻十四","岩波書店","1942（昭和17）年3月10日","1987（昭和62）年10月2日第3刷","1974（昭和49）年12月2日第2刷","","","","","","","","","","","","門田裕志","室谷きわ","https://www.aozora.gr.jp/cards/000050/files/4576_ruby_74010.zip","2021-08-28","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000050/files/4576_74048.html","2021-08-28","ShiftJIS","JIS X 0208","0"
"048390","葛飾砂子","かつしかすなご","かつしかすなこ","","","","","NDC 913","新字新仮名","なし",2009-06-10,2014-09-21,"https://www.aozora.gr.jp/cards/000050/card48390.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","泉鏡花集成3","ちくま文庫、筑摩書房","1996（平成8）年1月24日","1996（平成8）年1月24日第1刷","1996（平成8）年1月24日第1刷","鏡花全集　第六卷","岩波書店","1941（昭和16）年11月10日","","","","","","","","","門田裕志","染川隆俊","https://www.aozora.gr.jp/cards/000050/files/48390_ruby_34811.zip","2009-05-10","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000050/files/48390_35164.html","2009-05-10","ShiftJIS","JIS X 0208","0"
"057485","甲冑堂","かっちゅうどう","かつちゆうとう","","","","「新小説　第十六巻第六号」春陽堂、1911（明治44）年6月1日","NDC 913","新字旧仮名","なし",2016-11-04,2016-10-28,"https://www.aozora.gr.jp/cards/000050/card57485.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","新編　泉鏡花集　第十巻","岩波書店","2004（平成16）年4月23日","2004（平成16）年4月23日第1刷","2004（平成16）年4月23日第1刷","桜草","文芸書院","1913（大正2）年3月18日","","","","","","","","","日根敏晶","門田裕志","https://www.aozora.gr.jp/cards/000050/files/57485_ruby_60059.zip","2016-10-28","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000050/files/57485_60105.html","2016-10-28","ShiftJIS","JIS X 0208","0"
"048392","河伯令嬢","かはくれいじょう","かはくれいしよう","","","","","NDC 913","新字新仮名","なし",2011-08-14,2014-09-16,"https://www.aozora.gr.jp/cards/000050/card48392.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","泉鏡花集成8","ちくま文庫、筑摩書房","1996（平成8）年5月23日","1996（平成8）年5月23日第1刷","1996（平成8）年5月23日第1刷","鏡花全集　第二十三卷","岩波書店","1942（昭和17）年6月22日","","","","","","","","","門田裕志","仙酔ゑびす","https://www.aozora.gr.jp/cards/000050/files/48392_ruby_43520.zip","2011-07-04","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000050/files/48392_44380.html","2011-07-04","ShiftJIS","JIS X 0208","0"
"003652","革鞄の怪","かばんのかい","かはんのかい","","","","","NDC 913","新字新仮名","なし",2007-03-12,2014-09-21,"https://www.aozora.gr.jp/cards/000050/card3652.html","000050","泉","鏡花","いずみ","きょうか","いすみ","きようか","Izumi","Kyoka","著者","1873-11-04","1939-09-07","なし","泉鏡花集成6","ちくま文庫、筑摩書房","1996（平成8）年3月21日","1996（平成8）年3月21日第1刷","　","鏡花全集　第十五卷","岩波書店","1940（昭和15）年9月20日","","","","","","","","","門田裕志","高柳典子","https://www.aozora.gr.jp/cards/000050/files/3652_ruby_25795.zip","2007-02-11","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000050/files/3652_26094.html","2007-02-11","ShiftJIS","JIS X 0208","0"
